koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_steff,koi_slogg,koi_srad
FALSE POSITIVE,67.230028000,0.9380,25.01000,3.7910e+02,0.022020,0.00246,2.44,0.3222,482.0,12.79,8.380000,39.50,6157.00,4.418,1.0160
FALSE POSITIVE,0.805259637,0.3320,0.97790,3.4180e+02,0.017291,6.56755,1.93,0.0174,2115.0,4732.34,6.080000,50.20,6257.00,4.454,1.0220
FALSE POSITIVE,75.378781600,0.0460,5.26800,3.8770e+02,0.017463,4.56797,1.60,0.3235,360.0,3.97,111.100000,30.10,5061.00,4.488,0.8410
FALSE POSITIVE,2.464160779,1.1690,2.42700,1.1670e+02,0.179594,0.01505,36.93,0.0344,1709.0,2018.62,1.690000,27.30,5238.00,3.840,1.8830
FALSE POSITIVE,0.566781152,0.4270,3.99500,1.3340e+02,0.010672,0.10849,0.54,0.0104,1090.0,337.10,1.226000,24.90,3725.00,4.787,0.4600
CONFIRMED,13.026796400,0.9300,0.78500,3.5660e+02,0.022538,17.54038,2.08,0.1025,643.0,40.51,54.000000,11.40,5083.00,4.512,0.8440
FALSE POSITIVE,4.931298740,1.2240,1.86260,6.7610e+02,0.251798,0.12502,21.42,0.0507,944.0,187.36,5.440000,31.70,5457.00,4.508,0.7790
FALSE POSITIVE,5.591874480,0.8200,1.67820,2.3640e+02,0.016357,2.17522,104.18,0.0757,4793.0,124810.93,15.320000,31.90,3915.00,1.173,58.3250
FALSE POSITIVE,1.886654450,1.2690,1.34300,2.0980e+03,0.321214,0.37904,43.81,0.0299,1794.0,2453.86,4.150000,15.80,6296.00,4.247,1.2490
FALSE POSITIVE,14.536822280,1.0680,3.19500,1.0323e+03,0.114404,0.12412,73.15,0.1094,1596.0,1534.06,11.150000,40.80,4946.00,2.819,5.8550
CANDIDATE,172.820248000,0.2490,7.34300,5.4930e+02,0.021626,3.58088,2.22,0.6105,338.0,3.08,178.100000,10.60,6174.00,4.499,0.9390
FALSE POSITIVE,1.728530030,0.7760,3.81900,9.9100e+01,0.009960,0.08712,2.43,0.0315,2492.0,9100.75,2.400000,24.00,6701.00,3.882,2.2370
FALSE POSITIVE,2.190687380,0.5940,4.41000,6.6300e+01,0.007770,0.12725,1.68,0.0364,2017.0,3913.33,3.180000,44.10,6208.00,3.973,1.9750
FALSE POSITIVE,372.164780000,0.7967,11.28800,2.0740e+03,0.046078,0.68001,5.68,1.0793,279.0,1.44,170.800000,23.50,6194.00,4.415,1.1290
FALSE POSITIVE,0.947730124,0.4730,1.11710,1.5250e+02,0.011822,4.19282,2.82,0.0248,3914.0,55681.21,5.840000,18.00,9464.00,4.116,2.1840
CONFIRMED,234.240739000,0.9440,12.92500,4.6410e+02,0.025002,0.05861,3.41,0.7576,329.0,2.77,55.400000,27.70,5814.00,4.269,1.2480
FALSE POSITIVE,341.014950000,0.0870,5.12000,3.8600e+02,0.017606,22.38350,1.72,0.9007,234.0,0.71,516.000000,6.90,5327.00,4.456,0.8960
FALSE POSITIVE,6.146312070,0.9370,3.80300,8.9110e+02,0.033508,0.08171,4.79,0.0727,1260.0,594.72,5.460000,20.30,6726.00,4.335,1.3100
FALSE POSITIVE,27.364323370,1.2730,3.54500,2.2825e+03,0.326675,0.27362,39.49,0.1888,659.0,44.50,22.100000,42.30,6167.00,4.428,1.1070
FALSE POSITIVE,10.262319920,0.9450,3.56800,8.1390e+02,0.033623,0.14231,1.98,0.0755,509.0,15.89,9.250000,17.30,4316.00,4.709,0.5400
FALSE POSITIVE,1.519529227,0.8660,5.16750,8.3725e+03,0.097397,0.04689,11.12,0.0271,1653.0,1766.31,1.788700,155.10,6033.00,4.460,1.0460
FALSE POSITIVE,6.487525901,1.1990,2.45360,2.0209e+04,0.400824,1.42307,21.23,0.0540,593.0,29.11,14.680000,74.30,4481.00,4.763,0.4850
FALSE POSITIVE,0.566764370,0.5940,2.32600,7.6500e+01,0.008342,0.28929,0.92,0.0139,2267.0,6222.58,1.700000,11.70,6039.00,4.478,1.0050
FALSE POSITIVE,2.351976160,1.1770,5.30400,2.6800e+02,0.193452,0.00850,21.19,0.0354,1444.0,1025.78,1.355000,31.70,6147.00,4.463,1.0030
FALSE POSITIVE,0.861643331,0.9940,2.43180,2.3250e+02,0.025042,0.04521,1.88,0.0156,1613.0,1599.85,1.211000,41.70,5506.00,4.596,0.6880
FALSE POSITIVE,12.109762600,0.9810,10.17400,1.1390e+02,0.013495,0.00210,1.09,0.0918,681.0,50.68,2.530000,28.20,5437.00,4.547,0.7390
FALSE POSITIVE,63.909601000,0.0578,11.85000,1.4300e+02,0.010801,0.33341,0.76,0.2782,351.0,3.57,41.600000,6.10,5227.00,4.668,0.6430
FALSE POSITIVE,19.735286800,1.4170,5.09700,3.1940e+02,0.431539,0.01144,49.24,0.1475,743.0,72.08,6.180000,17.10,6329.00,4.440,1.0450
FALSE POSITIVE,0.566799125,0.2320,3.07200,3.0700e+01,0.005094,0.20631,0.56,0.0136,2299.0,6590.95,1.518800,22.50,6063.00,4.451,1.0040
CANDIDATE,20.189039600,0.5410,6.25100,1.1210e+02,0.010011,0.43345,1.39,0.1493,794.0,93.89,21.060000,15.00,6178.00,4.269,1.2670
FALSE POSITIVE,1.061935973,1.1900,3.31770,3.3790e+02,0.208381,0.03693,24.17,0.0212,1961.0,3479.87,1.301000,101.20,6274.00,4.434,1.0620
FALSE POSITIVE,1.485898163,1.1730,2.44600,2.2460e+02,0.188450,0.02780,14.96,0.0226,1272.0,620.65,1.480000,32.80,5088.00,4.559,0.7270
CONFIRMED,38.576348300,0.0150,19.86100,2.8210e+02,0.015366,0.04356,2.05,0.2356,619.0,34.77,15.076000,76.30,6167.00,4.333,1.2210
FALSE POSITIVE,1.845610523,1.2200,2.33700,3.7410e+02,0.239346,0.03186,77.83,0.0330,2502.0,9283.04,1.790000,33.30,5974.00,3.639,2.9780
CANDIDATE,7.381234400,0.6870,2.80200,1.0450e+02,0.009960,1.15247,1.00,0.0744,944.0,187.24,14.920000,8.60,6072.00,4.510,0.9230
CONFIRMED,133.303247000,0.0630,7.34200,1.0175e+03,0.028288,3.07169,2.67,0.4765,301.0,1.94,142.400000,20.60,5064.00,4.474,0.8640
CONFIRMED,125.413230200,0.8220,2.32410,1.3450e+03,0.038446,21.59093,3.14,0.4426,266.0,1.18,262.000000,22.60,4641.00,4.557,0.7470
FALSE POSITIVE,21.570291700,1.1550,40.40000,1.4870e+02,0.166120,0.00010,29.53,0.1481,888.0,146.81,1.350000,41.00,6070.00,3.983,1.6280
FALSE POSITIVE,0.868723418,0.9470,1.46170,1.9710e+02,0.016376,0.18126,1.87,0.0169,1998.0,3776.50,1.934000,23.80,5761.00,4.331,1.0460
CONFIRMED,25.308935660,0.7990,5.77040,1.5370e+02,0.012570,0.26856,1.77,0.1763,710.0,60.20,20.870000,54.20,5949.00,4.272,1.2920
FALSE POSITIVE,27.254719930,,0.73000,,,,,,,,,,,,
FALSE POSITIVE,34.107875190,,4.10000,,,,,,,,,,,,
FALSE POSITIVE,16.614744210,,2.77000,,,,,,,,,,,,
FALSE POSITIVE,1.412526202,1.1660,5.49000,1.5030e+02,0.176301,0.01678,36.77,0.0296,3001.0,19160.84,1.210000,70.60,8468.00,4.114,1.9100
FALSE POSITIVE,2.759573341,1.0400,6.99900,3.8200e+02,0.068100,0.00525,6.42,0.0372,1198.0,487.37,1.283000,64.40,5640.00,4.520,0.8630
FALSE POSITIVE,3.791882340,0.6150,2.15000,4.1700e+02,0.019604,1.74325,1.95,0.0467,1201.0,492.81,10.980000,6.60,6171.00,4.495,0.9100
FALSE POSITIVE,14.387247290,1.2620,1.90780,1.9141e+03,0.311666,0.79762,29.24,0.1080,725.0,65.41,20.600000,43.50,5830.00,4.479,0.8590
FALSE POSITIVE,58.430264800,0.9480,7.18000,1.8495e+03,0.051888,0.12564,3.45,0.2480,300.0,1.91,28.300000,34.10,4338.00,4.643,0.6090
FALSE POSITIVE,0.566717263,0.6060,2.60790,1.8500e+01,0.004089,0.21398,0.43,0.0130,2096.0,4581.82,1.537268,11.10,5544.00,4.438,0.9570
FALSE POSITIVE,13.379358530,0.9740,8.80900,3.5350e+02,0.022549,0.00554,6.65,0.1226,1395.0,896.56,3.740000,36.20,6739.00,3.712,2.7020
FALSE POSITIVE,13.262554230,0.9430,4.65000,9.1640e+02,0.034810,0.08783,3.55,0.1105,766.0,81.56,9.350000,31.40,5973.00,4.506,0.9350
FALSE POSITIVE,20.569657500,1.2980,4.26300,4.0150e+02,0.316474,0.02385,28.96,0.1437,650.0,42.09,8.110000,22.20,6098.00,4.562,0.8380
FALSE POSITIVE,4.523422560,0.7570,2.53100,2.1900e+02,0.014736,0.73530,1.70,0.0556,1195.0,482.25,9.270000,15.90,6211.00,4.437,1.0580
FALSE POSITIVE,22.324236570,0.9650,3.66900,1.2993e+03,0.045771,0.25140,4.56,0.1518,611.0,32.87,18.780000,29.90,5648.00,4.489,0.9120
FALSE POSITIVE,0.723947772,1.1480,2.12500,2.4270e+02,0.164888,0.07287,52.16,0.0147,3192.0,24641.60,1.264000,17.70,5160.00,3.424,2.8970
CONFIRMED,308.544422000,0.0220,18.50300,5.8680e+02,0.022233,0.43857,3.28,0.9625,330.0,2.81,130.198000,56.80,6325.00,4.274,1.3490
FALSE POSITIVE,0.905679492,1.2720,2.11640,2.2990e+03,0.327311,0.13290,35.74,0.0184,1882.0,2950.42,1.793000,59.30,5780.00,4.438,1.0000
FALSE POSITIVE,22.735911000,0.6650,42.43500,2.3110e+03,0.046445,0.00145,5.07,0.1574,643.0,40.32,3.410000,69.40,5780.00,4.438,1.0000
FALSE POSITIVE,0.909310626,1.2640,3.44110,1.2127e+04,0.403987,0.13414,48.79,0.0192,2130.0,4889.60,1.803000,454.00,6370.00,4.410,1.1060
FALSE POSITIVE,0.648774274,0.0780,2.64300,2.3100e+02,0.013565,0.35375,1.08,0.0130,1659.0,1795.83,1.989000,26.10,5026.00,4.557,0.7290
FALSE POSITIVE,32.632862470,,3.08000,,,,,,,,,,,,
CANDIDATE,173.928513380,,2.64000,,,,,,,,,,,,
FALSE POSITIVE,25.643845130,,5.05000,,,,,,,,,,,,
FALSE POSITIVE,25.585467210,,2.28000,,,,,,,,,,,,
FALSE POSITIVE,17.477020000,0.0012,54.52000,1.3830e+02,0.010841,0.00102,0.93,0.1247,676.0,49.24,2.544200,2.90,6116.00,4.579,0.7820
FALSE POSITIVE,16.889546930,,3.41000,,,,,,,,,,,,
FALSE POSITIVE,26.778913910,,3.12000,,,,,,,,,,,,
FALSE POSITIVE,13.333869850,,6.51000,,,,,,,,,,,,
FALSE POSITIVE,94.106281630,,17.21000,,,,,,,,,,,,
FALSE POSITIVE,14.712664080,,4.21000,,,,,,,,,,,,
FALSE POSITIVE,0.696125302,1.2190,2.00540,1.4966e+04,0.386422,0.39891,28.44,0.0133,1645.0,1739.43,2.170000,177.20,5245.00,4.594,0.6740
FALSE POSITIVE,302.388678220,1.1340,3.12290,4.1320e+04,0.435247,57.09988,40.73,0.8341,238.0,0.76,651.100000,294.80,5328.00,4.499,0.8570
CANDIDATE,305.076246900,0.6950,6.25500,4.0428e+03,0.061965,5.44843,7.82,0.9117,284.0,1.53,299.000000,113.40,5716.00,4.348,1.1550
FALSE POSITIVE,5.243725040,1.2010,17.13600,2.3440e+02,0.215542,0.00145,20.41,0.0543,1017.0,253.25,1.282000,51.60,5772.00,4.452,0.8670
FALSE POSITIVE,18.795269797,0.2010,9.98160,2.8241e+04,0.153076,0.23390,30.77,0.1403,899.0,154.05,16.346400,3596.60,5623.00,3.925,1.8410
FALSE POSITIVE,42.262593500,0.9620,4.46500,6.9220e+02,0.032285,0.21100,12.62,0.2813,855.0,126.27,27.110000,40.70,5432.00,3.550,3.5810
FALSE POSITIVE,3.549386251,0.8180,2.43420,5.0664e+04,0.247971,1.75919,24.15,0.0441,1142.0,402.76,10.540000,108.20,5759.00,4.495,0.8920
CONFIRMED,29.922081040,0.3800,2.77160,3.4530e+02,0.017282,9.96221,3.09,0.1954,782.0,88.52,77.800000,37.60,6127.00,4.055,1.6370
FALSE POSITIVE,0.566812588,0.0790,3.59600,1.7100e+01,0.003804,0.14743,0.71,0.0134,3089.0,21653.56,1.357900,17.50,6194.00,3.971,1.7180
FALSE POSITIVE,9.942218730,1.1710,2.45300,4.8650e+02,0.196178,0.08771,19.64,0.0852,754.0,76.56,7.710000,12.60,5213.00,4.434,0.9170
FALSE POSITIVE,9.065573170,0.4320,1.62080,2.4340e+02,0.014610,13.89039,1.46,0.0849,880.0,141.90,39.200000,24.90,6075.00,4.510,0.9160
FALSE POSITIVE,4.943282700,0.5719,40.01000,2.7100e+01,0.004963,0.00105,1.21,0.0646,1739.0,2161.95,1.107000,12.90,6701.00,3.907,2.2360
FALSE POSITIVE,7.353908690,0.3750,2.06100,9.2900e+01,0.008993,5.83141,2.29,0.0840,1483.0,1141.53,25.550000,11.10,6385.00,3.868,2.3270
FALSE POSITIVE,15.745558600,0.8890,13.87700,1.6110e+02,0.013595,0.00618,1.41,0.1242,743.0,71.98,4.330000,37.60,6089.00,4.495,0.9500
FALSE POSITIVE,0.566796615,0.2430,1.99900,4.7800e+01,0.006358,0.63168,0.59,0.0131,2077.0,4426.68,2.205000,8.50,5858.00,4.553,0.8490
CONFIRMED,8.486515820,0.0090,5.26700,1.1080e+02,0.009651,0.50575,1.34,0.0838,1060.0,298.03,12.440000,21.10,6178.00,4.269,1.2670
FALSE POSITIVE,2.189092892,1.2700,5.11280,1.8715e+03,0.317097,0.02018,33.45,0.0335,1446.0,1034.43,1.723000,150.70,6106.00,4.487,0.9660
FALSE POSITIVE,2.404353350,0.7460,4.07000,7.0600e+01,0.008326,0.10489,3.05,0.0404,2454.0,8577.88,3.180000,27.10,6103.00,3.568,3.3580
FALSE POSITIVE,220.929012100,0.8260,7.33500,2.4565e+03,0.051019,1.29665,5.24,0.7114,299.0,1.89,149.600000,70.40,5893.00,4.483,0.9410
FALSE POSITIVE,3.187751900,1.1780,14.83600,4.5230e+02,0.200899,0.00361,19.66,0.0410,1141.0,400.30,1.247000,83.20,5532.00,4.489,0.8960
CANDIDATE,3.765652470,0.5350,1.55700,9.2400e+01,0.009084,5.28334,0.87,0.0470,1108.0,356.30,15.820000,9.10,5815.00,4.540,0.8770
FALSE POSITIVE,10.723963740,1.2500,3.84390,1.3518e+04,0.403166,0.42002,39.84,0.0896,783.0,88.64,13.670000,127.70,5582.00,4.445,0.9050
FALSE POSITIVE,119.677470000,1.2830,32.27400,3.2541e+03,0.347764,0.00217,36.80,0.4832,379.0,4.90,11.800000,52.00,6075.00,4.486,0.9690
FALSE POSITIVE,185.952632500,1.2640,3.59640,1.1107e+04,0.401043,7.41854,50.98,0.6498,343.0,3.28,238.000000,147.30,5813.00,4.330,1.1640
FALSE POSITIVE,103.626509220,,6.89000,,,,,,,,,,,,
FALSE POSITIVE,41.077590334,0.5020,6.20583,1.3448e+05,0.342658,2.80013,23.20,0.2001,346.0,3.37,62.976300,5518.20,4451.00,4.654,0.6200
FALSE POSITIVE,2.995404390,1.1790,6.17200,2.2320e+02,0.193740,0.00538,65.37,0.0465,2195.0,5493.46,1.367000,45.60,6106.00,3.633,3.0900
CANDIDATE,10.599460600,0.6710,9.48400,1.2880e+02,0.010994,0.04637,1.28,0.0993,896.0,152.67,6.510000,11.20,6194.00,4.445,1.0690
FALSE POSITIVE,63.934965000,1.2170,12.71000,1.1195e+03,0.256016,0.00806,44.59,0.3052,525.0,18.00,12.030000,45.60,5209.00,3.999,1.5950
FALSE POSITIVE,38.476945700,0.9810,5.82500,2.5940e+02,0.020296,0.03632,4.79,0.2348,814.0,103.72,14.170000,18.40,6079.00,3.834,2.1630
CONFIRMED,37.322872200,0.6080,7.21460,3.0750e+02,0.016573,0.45356,35.34,0.3344,1654.0,1769.88,32.200000,42.60,4907.00,2.410,19.5300
FALSE POSITIVE,1.664980224,0.9870,1.74550,2.3080e+02,0.021495,0.06998,3.68,0.0277,1921.0,3223.30,2.173000,47.60,5792.00,4.058,1.5670
FALSE POSITIVE,16.609490400,0.6310,3.18900,2.7290e+02,0.015874,2.17855,1.82,0.1274,766.0,81.28,31.700000,12.70,6047.00,4.395,1.0500
FALSE POSITIVE,0.566789505,1.0300,5.83500,5.4600e+01,0.039354,0.06621,3.37,0.0128,2038.0,4051.92,1.040000,12.60,5894.00,4.585,0.7840
FALSE POSITIVE,2.629826650,1.0770,6.21300,1.2640e+02,0.088706,0.00473,17.88,0.0418,1968.0,3542.64,1.200000,24.60,6712.00,4.053,1.8460
FALSE POSITIVE,2.697877490,0.5300,1.91500,1.1680e+02,0.010174,2.07822,1.50,0.0361,1512.0,1235.14,9.280000,8.30,5609.00,4.114,1.3480
FALSE POSITIVE,5.233402650,0.3660,3.24200,2.4210e+02,0.014219,1.10126,1.15,0.0552,851.0,124.02,11.680000,12.70,5266.00,4.611,0.7410
FALSE POSITIVE,3.512891680,0.3730,3.31300,1.3100e+02,0.010499,0.68250,1.12,0.0432,1161.0,429.42,7.640000,27.30,5523.00,4.395,0.9810
CONFIRMED,14.092583189,0.5860,4.15360,5.3040e+02,0.021681,0.97395,1.82,0.1084,597.0,30.10,21.704685,17.80,5081.00,4.596,0.7700
FALSE POSITIVE,9.087508013,0.5110,2.75970,1.4060e+02,0.011172,2.42747,1.37,0.0825,987.0,224.70,21.964872,2.50,6078.00,4.297,1.1190
FALSE POSITIVE,0.652443730,0.1330,1.47100,6.1070e+02,0.022520,1.88559,2.17,0.0141,1969.0,3546.43,3.488000,41.80,5638.00,4.488,0.8830
FALSE POSITIVE,1.332564704,1.2490,5.97750,1.0495e+03,0.282994,0.02665,30.04,0.0241,1692.0,1945.27,1.357000,124.00,6046.00,4.486,0.9720
FALSE POSITIVE,2.636899795,1.5190,0.91050,4.2620e+02,0.538840,0.48036,49.84,0.0362,1179.0,456.22,5.610000,27.60,5524.00,4.540,0.8470
FALSE POSITIVE,0.660629055,1.1730,5.89400,2.3160e+02,0.187495,0.07307,17.38,0.0145,2032.0,4040.43,1.190000,103.30,6024.00,4.550,0.8490
FALSE POSITIVE,0.885123683,0.7080,3.38650,1.1330e+02,0.010426,0.11051,1.14,0.0181,1961.0,3477.17,1.660000,42.00,5979.00,4.440,0.9980
FALSE POSITIVE,471.654210000,0.8500,3.45600,4.7970e+02,0.022794,17.78815,4.11,1.2082,313.0,2.26,594.000000,12.50,6061.00,4.025,1.6530
FALSE POSITIVE,1.221204888,0.6000,1.85110,1.1160e+02,0.010101,0.91608,1.10,0.0213,1772.0,2334.40,4.160000,27.30,5874.00,4.378,0.9970
FALSE POSITIVE,135.907957530,,1.83000,,,,,,,,,,,,
FALSE POSITIVE,0.959853772,0.6460,1.91630,5.5800e+01,0.007215,0.58772,1.30,0.0194,2468.0,8768.54,3.060000,27.10,6061.00,4.025,1.6530
CANDIDATE,0.592243731,0.9860,1.38600,3.9924e+03,0.104857,0.38407,6.77,0.0116,1551.0,1361.22,1.923900,303.80,4920.00,4.664,0.5910
FALSE POSITIVE,46.882525000,0.7285,1.93000,3.4350e+02,0.018298,19.91233,1.91,0.2578,513.0,16.40,132.260000,4.90,6045.00,4.494,0.9550
FALSE POSITIVE,20.719162600,0.0160,3.91200,1.8440e+02,0.012379,3.02796,1.85,0.1450,790.0,92.20,40.960000,8.90,5837.00,4.143,1.3660
CANDIDATE,399.375870000,0.5560,21.25000,5.5220e+02,0.022256,0.22183,3.93,1.1026,326.0,2.66,123.200000,11.90,6098.00,4.069,1.6180
FALSE POSITIVE,16.609738430,1.0412,4.51500,6.6780e+02,0.080841,0.03810,6.64,0.1197,579.0,26.59,8.220000,29.70,5238.00,4.603,0.7520
FALSE POSITIVE,54.323118000,0.9727,25.86300,5.3800e+02,0.027742,0.00102,5.06,0.3182,706.0,58.78,5.420000,19.20,6988.00,4.155,1.6700
FALSE POSITIVE,5.803127153,0.0060,4.90410,5.8570e+04,0.219310,0.75685,19.04,0.0604,886.0,145.32,11.045000,639.30,5533.00,4.577,0.7950
FALSE POSITIVE,35.516192190,8.4670,2.50000,1.0984e+04,7.564549,41.31467,719.49,0.2032,504.0,15.20,140.200000,85.40,5514.00,4.505,0.8710
FALSE POSITIVE,0.589049151,1.0940,2.25397,6.1953e+04,0.469243,0.67757,39.51,0.0122,1959.0,3495.15,2.316300,1227.60,5592.00,4.510,0.7710
CONFIRMED,80.232146700,0.9110,4.65600,8.8870e+02,0.033375,0.77896,3.24,0.3543,380.0,4.91,64.200000,24.90,5436.00,4.505,0.8880
CANDIDATE,41.889700360,1.2850,1.35000,1.3044e+03,0.324673,4.78954,32.16,0.2355,515.0,16.66,76.300000,20.90,5952.00,4.519,0.9070
FALSE POSITIVE,1.791406261,1.0080,2.81590,3.4550e+02,0.040184,0.02454,4.51,0.0298,1579.0,1466.90,1.609000,60.70,6092.00,4.453,1.0280
FALSE POSITIVE,1.254832320,0.5470,2.67000,1.1760e+02,0.010278,0.37104,2.89,0.0252,2748.0,13493.55,3.140000,11.40,6168.00,3.750,2.5720
FALSE POSITIVE,5.714838730,0.1340,2.74800,2.8620e+02,0.015242,2.37226,1.26,0.0559,842.0,118.73,16.000000,18.00,5193.00,4.535,0.7550
FALSE POSITIVE,17.585947200,0.0420,3.81500,5.0950e+02,0.020490,2.83348,2.24,0.1326,700.0,56.81,35.910000,8.40,5780.00,4.438,1.0000
FALSE POSITIVE,1.332567005,1.1850,6.33730,4.0130e+02,0.204898,0.02045,27.36,0.0241,2007.0,3837.83,1.243000,110.60,6388.00,4.284,1.2230
CONFIRMED,10.327363510,0.7540,1.88900,1.2690e+02,0.011237,3.96043,1.25,0.0934,838.0,116.56,28.200000,9.70,5757.00,4.431,1.0170
FALSE POSITIVE,2.545572590,0.0380,5.63600,5.2900e+02,0.020871,0.13282,1.97,0.0360,1234.0,549.80,3.570000,36.00,5718.00,4.549,0.8630
FALSE POSITIVE,0.704541784,0.4150,1.07260,2.7520e+02,0.015531,3.95831,1.72,0.0161,2121.0,4778.23,4.700000,38.40,6063.00,4.476,1.0120
FALSE POSITIVE,0.697996932,1.2440,4.33230,9.0946e+03,0.369714,0.12416,28.06,0.0141,1604.0,1560.69,1.473000,244.10,5176.00,4.636,0.6950
FALSE POSITIVE,6.634497210,1.2460,22.98200,9.1910e+02,0.277142,0.00118,85.25,0.0780,1719.0,2067.13,1.400000,160.10,6487.00,3.696,2.8170
FALSE POSITIVE,110.921589200,0.9050,5.28200,4.9800e+02,0.024551,0.70063,3.71,0.4494,443.0,9.12,77.000000,48.20,5725.00,4.148,1.3840
FALSE POSITIVE,3.886732170,1.2230,20.49100,7.6170e+02,0.251168,0.00270,21.04,0.0455,1050.0,287.40,1.292000,119.00,5798.00,4.589,0.7670
CONFIRMED,1.544928892,0.9180,1.43586,5.8173e+03,0.087071,0.92015,13.43,0.0274,1997.0,3765.46,4.878300,1109.70,6309.00,4.199,1.4120
FALSE POSITIVE,11.769219230,0.9640,3.21900,5.1930e+02,0.027192,0.13425,3.12,0.1050,868.0,134.04,9.940000,27.40,6215.00,4.440,1.0520
FALSE POSITIVE,44.638983058,1.1730,3.04001,3.6830e+04,0.445271,8.06543,50.33,0.2543,551.0,21.86,94.710000,488.50,6197.00,4.449,1.0350
CANDIDATE,1.236866732,0.9820,1.24200,1.8720e+02,0.018187,0.14444,1.75,0.0219,1569.0,1439.30,2.270000,14.20,5621.00,4.514,0.8790
FALSE POSITIVE,174.959804750,,5.23000,,,,,,,,,,,,
FALSE POSITIVE,1.926888595,0.5890,1.23500,1.3000e+02,0.010922,4.82953,1.31,0.0321,1619.0,1622.18,9.820000,11.70,6268.00,4.429,1.1000
CONFIRMED,34.142050600,0.1050,2.94500,7.8800e+02,0.025353,11.96206,1.06,0.1510,248.0,0.89,90.330000,13.30,3526.00,4.866,0.3830
FALSE POSITIVE,0.241842544,0.3064,0.72570,2.0330e+02,0.013375,5.31236,1.16,0.0073,2689.0,12357.89,2.542000,29.30,5834.00,4.577,0.7970
FALSE POSITIVE,0.865759153,0.3800,0.84080,1.9160e+02,0.013026,10.29519,1.53,0.0185,2100.0,4616.69,7.420000,18.70,6249.00,4.428,1.0760
CANDIDATE,1.332035996,0.1370,1.39100,1.3680e+02,0.010635,4.22954,0.85,0.0220,1365.0,823.09,7.348000,12.60,5376.00,4.616,0.7300
CONFIRMED,8.689107640,0.0490,1.16270,1.6790e+03,0.038216,52.00896,0.49,0.0378,211.0,0.47,59.200000,9.60,2703.00,5.274,0.1180
FALSE POSITIVE,0.636243960,,4.00000,,,,,,,,,,,,
FALSE POSITIVE,4.404024800,,2.41000,,,,,,,,,,,,
FALSE POSITIVE,9.811017380,,2.09000,,,,,,,,,,,,
CONFIRMED,8.719801350,0.3430,3.74540,1.6040e+02,0.011679,1.20992,1.53,0.0854,987.0,224.47,16.940000,22.70,5970.00,4.317,1.2000
CONFIRMED,7.008217870,0.1560,3.81200,1.1640e+02,0.009852,1.06266,1.29,0.0738,1062.0,300.58,14.030000,19.20,5970.00,4.317,1.2000
FALSE POSITIVE,0.903583394,1.2420,1.59420,1.0271e+03,0.275974,0.13193,33.18,0.0191,2162.0,5162.98,1.786000,151.70,6455.00,4.410,1.1010
FALSE POSITIVE,0.990147220,0.3290,0.93940,3.2110e+02,0.016399,9.05583,1.34,0.0182,1433.0,997.75,7.770000,23.00,5072.00,4.606,0.7470
FALSE POSITIVE,138.612277050,,13.79000,,,,,,,,,,,,
FALSE POSITIVE,0.773593290,0.3880,1.76030,8.0600e+01,0.008311,1.03084,0.82,0.0163,1890.0,3022.82,3.190000,21.70,5747.00,4.508,0.9070
FALSE POSITIVE,0.306937807,0.0050,0.59250,1.1920e+02,0.010129,13.24382,0.82,0.0081,2142.0,5019.53,4.040000,29.30,5088.00,4.580,0.7410
CANDIDATE,0.716531851,0.8870,0.65500,7.8900e+01,0.009893,2.60706,1.11,0.0149,2034.0,4063.57,4.140000,17.90,5552.00,4.349,1.0300
FALSE POSITIVE,0.637487312,0.8100,1.96260,2.1130e+02,0.014823,0.25235,1.75,0.0147,2334.0,7053.67,1.757000,25.00,6173.00,4.390,1.0830
FALSE POSITIVE,5.714894880,0.0125,2.07050,2.9250e+02,0.015473,5.69153,1.41,0.0606,908.0,160.68,21.420000,21.20,5552.00,4.555,0.8330
FALSE POSITIVE,7.769670070,,4.74000,,,,,,,,,,,,
FALSE POSITIVE,76.642481000,0.1653,5.47600,6.4500e+01,0.007287,3.86123,1.36,0.3477,542.0,20.44,106.200000,7.60,5537.00,3.949,1.7140
CANDIDATE,5.477157180,0.2440,1.38490,5.6840e+02,0.021373,16.97580,2.17,0.0576,892.0,149.23,29.970000,16.70,5029.00,4.429,0.9300
FALSE POSITIVE,73.457368530,,5.28000,,,,,,,,,,,,
FALSE POSITIVE,9.493612210,,6.52000,,,,,,,,,,,,
FALSE POSITIVE,4.429678600,,1.96000,,,,,,,,,,,,
FALSE POSITIVE,5.970381300,0.8826,0.66900,2.1030e+02,0.016021,21.48699,1.69,0.0662,981.0,218.94,34.338000,5.50,5825.00,4.504,0.9650
CANDIDATE,7.572998160,0.4110,2.64500,3.0200e+01,0.005049,2.66730,0.53,0.0738,875.0,138.36,20.070000,10.90,5495.00,4.442,0.9610
FALSE POSITIVE,3.953832430,,2.37000,,,,,,,,,,,,
CONFIRMED,32.376183000,0.8960,4.46390,7.4540e+02,0.030674,0.40572,2.26,0.1789,392.0,5.61,28.200000,34.20,4580.00,4.641,0.6750
CONFIRMED,284.063137000,0.8880,8.29700,1.6281e+03,0.043589,0.69068,6.36,0.8453,321.0,2.51,143.360000,53.50,5791.00,4.185,1.3360
